KOfam	enrichment_score	unadjusted_p_value	adjusted_q_value	associated_groups	accession	gene_clusters_ids	p_Ia.1.I	p_Ib.1	p_Ia.4.II	p_Ia.4.RS39	p_Ia.4.1483	p_Ia.3.V	p_Ia.3.IV	p_Ia.3.III	p_Ia.3.I	p_Ia.3.II	p_Ia.3.VI	N_Ia.1.I	N_Ib.1	N_Ia.4.II	N_Ia.4.RS39	N_Ia.4.1483	N_Ia.3.V	N_Ia.3.IV	N_Ia.3.III	N_Ia.3.I	N_Ia.3.II	N_Ia.3.VI
beta-glucosidase [EC:3.2.1.21]	29.495269320821755	0.0010354901484891717	0.004539674803237995	Ia.3.V, Ia.3.VI	K05350	GC_00001406	0	0	0	0	0	0.375	0	0	0	0	0.5532	7	2	7	4	1	8	2	5	3	6	47
gamma-D-glutamyl-L-lysine dipeptidyl-peptidase [EC:3.4.14.13]	29.303717057785907	0.0011124654643484982	0.0048436211110981	Ia.1.I, Ib.1, Ia.4.II, Ia.4.RS39, Ia.4.1483, Ia.3.V, Ia.3.IV, Ia.3.III, Ia.3.I, Ia.3.VI	K20742	GC_00000904	1	1	1	1	1	1	1	1	1	0.6667	1	7	2	7	4	1	8	2	5	3	6	47
2-methylcitrate dehydratase [EC:4.2.1.79]	29.303717057785907	0.0011124654643484982	0.0048436211110981	Ia.1.I, Ib.1, Ia.4.II, Ia.4.RS39, Ia.4.1483, Ia.3.V, Ia.3.IV, Ia.3.III, Ia.3.I, Ia.3.VI	K01720	GC_00000902	1	1	1	1	1	1	1	1	1	0.6667	1	7	2	7	4	1	8	2	5	3	6	47
teichuronic acid biosynthesis glycosyltransferase TuaG [EC:2.4.-.-]	29.104560613340883	0.0011983873521045033	0.005199851969576732	Ib.1, Ia.4.II, Ia.4.RS39, Ia.4.1483, Ia.3.V, Ia.3.IV, Ia.3.III, Ia.3.II	K16698	GC_00002191, GC_00002358, GC_00002819, GC_00002891, GC_00003480, GC_00003558, GC_00003812, GC_00003899, GC_00004048, GC_00005071, GC_00005780, GC_00006208, GC_00006672, GC_00007379, GC_00007903	0.2857	0.5	0.5714	1	1	0.375	0.5	0.8	0.3333	0.6667	0.1277	7	2	7	4	1	8	2	5	3	6	47
2-O-methyltransferase [EC:2.1.1.-]	28.955884996302913	0.001266699477483649	0.005477502518675029	Ib.1, Ia.4.II, Ia.3.V, Ia.3.IV, Ia.3.I, Ia.3.II	K21402	GC_00001906, GC_00002874, GC_00003528, GC_00003863, GC_00004211, GC_00004344, GC_00004601, GC_00004784, GC_00005002, GC_00005076, GC_00005101, GC_00005202, GC_00005638, GC_00005688, GC_00006980, GC_00007313, GC_00007463, GC_00007591, GC_00007806, GC_00007874	0.1429	1	0.5714	0.25	0	0.625	0.5	0.2	0.3333	0.6667	0.0851	7	2	7	4	1	8	2	5	3	6	47
2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase [EC:1.3.1.28]	28.889578982418872	0.001298370896978409	0.005595360294121238	Ia.1.I, Ia.3.III, Ia.3.II	K00216	GC_00002133	0.4286	0	0	0	0	0	0	0.2	0	0.3333	0	7	2	7	4	1	8	2	5	3	6	47
cobalamin biosynthesis protein CobW	28.599251753766342	0.0014463366384562387	0.006211893291267981	Ib.1, Ia.3.V	K02234	GC_00002772	0	0.5	0	0	0	0.25	0	0	0	0	0	7	2	7	4	1	8	2	5	3	6	47
dolichol-phosphate mannosyltransferase [EC:2.4.1.83]	28.203937284753327	0.0016743578167923293	0.00716693024958068	Ia.4.II, Ia.4.1483, Ia.3.III, Ia.3.II, Ia.3.VI	K00721	GC_00001316, GC_00001435, GC_00001526, GC_00001628, GC_00001717, GC_00002161, GC_00002173, GC_00002702, GC_00002825, GC_00002917, GC_00003097, GC_00003148, GC_00003399, GC_00003412, GC_00004621, GC_00005136, GC_00005989, GC_00006501, GC_00007032, GC_00007938	0.5714	0	1	0.75	1	0.625	0.5	1	0.3333	1	0.9149	7	2	7	4	1	8	2	5	3	6	47
D(-)-tartrate dehydratase [EC:4.2.1.81]	27.368257479662482	0.0022767087630221625	0.009712424251680403	Ia.1.I, Ia.3.III	K22209	GC_00001971	0.2857	0	0	0	0	0	0	0.6	0	0	0.0426	7	2	7	4	1	8	2	5	3	6	47
decaprenylphospho-beta-D-ribofuranose 2-oxidase [EC:1.1.98.3]	26.487870656772227	0.0031365760090298284	0.013335710749801317	Ia.1.I, Ia.3.V, Ia.3.III, Ia.3.II	K16653	GC_00003100, GC_00004138, GC_00005329, GC_00005626, GC_00005627, GC_00006555, GC_00007873	0.5714	0	0	0	0	0.125	0	0.2	0	0.1667	0.0213	7	2	7	4	1	8	2	5	3	6	47
polysaccharide biosynthesis protein VpsQ	26.360986440623943	0.0032838448208747056	0.013915155143974086	Ia.1.I, Ib.1, Ia.4.II, Ia.4.RS39, Ia.4.1483, Ia.3.V, Ia.3.III, Ia.3.II	K20950	GC_00001080, GC_00003937	1	1	1	1	1	1	0.5	1	0	1	0.7021	7	2	7	4	1	8	2	5	3	6	47
glucose-1-phosphate thymidylyltransferase [EC:2.7.7.24]	25.97574358580177	0.003772946728282117	0.015934411682444808	Ia.4.RS39, Ia.3.V, Ia.3.IV, Ia.3.III, Ia.3.I, Ia.3.II	K00973	GC_00001367, GC_00002925, GC_00006760	0.1429	0	0.2857	1	0	0.625	0.5	0.8	1	0.8333	0.2979	7	2	7	4	1	8	2	5	3	6	47
2-aminoethylphosphonate dioxygenase [EC:1.14.11.46]	25.957554605125924	0.0037976938817162213	0.015985641688154327	Ia.4.RS39, Ia.3.II	K21195	GC_00003560, GC_00008198	0	0	0	0.25	0	0	0	0	0	0.3333	0	7	2	7	4	1	8	2	5	3	6	47
cytochrome subunit of sulfide dehydrogenase	25.580168976074393	0.004347815370360887	0.018240669120023985	Ia.1.I, Ia.3.I	K17230	GC_00002915	0.2857	0	0	0	0	0	0	0	0.3333	0	0	7	2	7	4	1	8	2	5	3	6	47
small subunit ribosomal protein S21	25.368961959418236	0.004688327535386051	0.019604326690871705	Ia.1.I, Ia.4.II, Ia.4.1483, Ia.3.V, Ia.3.IV, Ia.3.III, Ia.3.I	K02970	GC_00001091	1	0.5	1	0.5	1	1	1	1	1	0.1667	0.7234	7	2	7	4	1	8	2	5	3	6	47
4-hydroxy 2-oxovalerate aldolase [EC:4.1.3.39]	24.973609048786912	0.005395753907506832	0.02248822434477354	Ib.1, Ia.4.II, Ia.4.RS39, Ia.3.III, Ia.3.II	K01666	GC_00004632, GC_00005566, GC_00005651, GC_00006919, GC_00007490, GC_00007730, GC_00008036, GC_00008126	0	0.5	0.2857	0.25	0	0	0	0.4	0	0.1667	0	7	2	7	4	1	8	2	5	3	6	47
dihydrofolate synthase / folylpolyglutamate synthase [EC:6.3.2.12 6.3.2.17]	24.82540819143737	0.0056864480019633455	0.023622064322910027	Ib.1, Ia.4.II, Ia.4.RS39, Ia.4.1483, Ia.3.V, Ia.3.IV, Ia.3.III, Ia.3.I, Ia.3.II, Ia.3.VI	K11754	GC_00000913	0.7143	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
UDP-N-acetyl-alpha-D-quinovosamine dehydrogenase [EC:1.1.1.426]	24.744078156243067	0.005852292771277576	0.024231552095453232	Ia.3.V, Ia.3.I	K24310	GC_00002453, GC_00006764	0	0	0	0	0	0.125	0	0	0.6667	0	0.0426	7	2	7	4	1	8	2	5	3	6	47
phosphonopyruvate decarboxylase [EC:4.1.1.82]	24.431731829741754	0.006533304713766249	0.026963182646064617	Ib.1, Ia.4.RS39, Ia.3.V, Ia.3.I, Ia.3.II	K09459	GC_00002174, GC_00007300	0	0.5	0	0.25	0	0.25	0	0	0.3333	0.3333	0	7	2	7	4	1	8	2	5	3	6	47
putative restriction endonuclease	24.103153516236468	0.007331247362589098	0.030158085741559697	Ib.1, Ia.4.II, Ia.3.III, Ia.3.I	K07454	GC_00004170, GC_00007304, GC_00007724, GC_00008238	0	0.5	0.1429	0	0	0	0	0.2	0.3333	0	0	7	2	7	4	1	8	2	5	3	6	47
alginate O-acetyltransferase complex protein AlgI	23.99054776937628	0.007625519297850688	0.03126709692678583	Ia.3.IV, Ia.3.I	K19294	GC_00005278, GC_00005415, GC_00008220	0	0	0	0	0	0	0.5	0	0.3333	0	0.0213	7	2	7	4	1	8	2	5	3	6	47
putative colanic acid biosynthesis glycosyltransferase WcaE [EC:2.4.-.-]	23.847202155092514	0.008016456547116071	0.03276403369418084	Ia.1.I, Ia.4.RS39, Ia.3.V, Ia.3.IV, Ia.3.II	K13683	GC_00001711, GC_00001933, GC_00003499, GC_00005432, GC_00007492, GC_00008059	0.2857	0	0	0.5	0	0.5	0.5	0	0	0.8333	0.1702	7	2	7	4	1	8	2	5	3	6	47
alpha(1,3/1,4) fucosyltransferase [EC:2.4.1.65 2.4.1.152]	23.30111150862461	0.009688066061554566	0.03946874501604384	Ia.1.I, Ia.3.V, Ia.3.IV	K20151	GC_00004681, GC_00004937, GC_00006867, GC_00008167	0.1429	0	0	0	0	0.25	0.5	0	0	0	0	7	2	7	4	1	8	2	5	3	6	47
multicopper oxidase [EC:1.16.3.1]	22.933995006519364	0.010992853252213797	0.044640849585111796	Ia.3.III	K22552	GC_00002967	0	0	0	0	0	0	0	0.4	0	0	0.0213	7	2	7	4	1	8	2	5	3	6	47
Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein	22.53059155027903	0.012618338299887248	0.05107806589762666	Ib.1, Ia.3.VI	K03719	GC_00001473	0	0.5	0	0	0	0	0	0	0	0	0.4043	7	2	7	4	1	8	2	5	3	6	47
dTMP kinase [EC:2.7.4.9]	22.468041794195784	0.012889909659270457	0.05151897646150053	Ia.1.I, Ia.4.II, Ia.4.RS39, Ia.4.1483, Ia.3.V, Ia.3.IV, Ia.3.III, Ia.3.I, Ia.3.II, Ia.3.VI	K00943	GC_00000400	1	0.5	1	1	1	1	1	1	1	1	0.9787	7	2	7	4	1	8	2	5	3	6	47
putative endonuclease	22.468041794195784	0.012889909659270457	0.05151897646150053	Ia.1.I, Ia.4.II, Ia.4.RS39, Ia.4.1483, Ia.3.V, Ia.3.IV, Ia.3.III, Ia.3.I, Ia.3.II, Ia.3.VI	K07461	GC_00001193, GC_00001384	1	0.5	1	1	1	1	1	1	1	1	0.9787	7	2	7	4	1	8	2	5	3	6	47
serine-type D-Ala-D-Ala carboxypeptidase (penicillin-binding protein 5/6) [EC:3.4.16.4]	22.468041794195784	0.012889909659270457	0.05151897646150053	Ia.1.I, Ia.4.II, Ia.4.RS39, Ia.4.1483, Ia.3.V, Ia.3.IV, Ia.3.III, Ia.3.I, Ia.3.II, Ia.3.VI	K07258	GC_00000894	1	0.5	1	1	1	1	1	1	1	1	0.9787	7	2	7	4	1	8	2	5	3	6	47
preprotein translocase subunit SecE	22.468041794195784	0.012889909659270457	0.05151897646150053	Ia.1.I, Ia.4.II, Ia.4.RS39, Ia.4.1483, Ia.3.V, Ia.3.IV, Ia.3.III, Ia.3.I, Ia.3.II, Ia.3.VI	K03073	GC_00000889	1	0.5	1	1	1	1	1	1	1	1	0.9787	7	2	7	4	1	8	2	5	3	6	47
O-palmitoleoyl-L-serine hydrolase [EC:3.1.1.98]	22.42385857639062	0.013085062701106943	0.05213451082485061	Ia.1.I, Ia.3.VI	K19882	GC_00001458	0.2857	0	0	0	0	0	0	0	0	0	0.4468	7	2	7	4	1	8	2	5	3	6	47
carboxymethylenebutenolidase [EC:3.1.1.45]	22.39669861881886	0.013206409408446437	0.05245304301097692	Ia.3.III, Ia.3.I	K01061	GC_00001994, GC_00007596	0	0	0	0	0	0	0	0.6	0.3333	0	0.0851	7	2	7	4	1	8	2	5	3	6	47
large repetitive protein	22.24522702560147	0.013902916542886168	0.05504686018698992	Ia.1.I, Ib.1, Ia.4.II, Ia.3.IV, Ia.3.VI	K20276	GC_00001303	0.7143	0.5	0.5714	0	0	0	0.5	0	0	0	0.2553	7	2	7	4	1	8	2	5	3	6	47
4-oxalomesaconate tautomerase [EC:5.3.2.8]	21.995006927321597	0.015130057410738402	0.059533486768340235	Ia.3.V, Ia.3.II	K16514	GC_00002985	0	0	0	0	0	0.125	0	0	0	0.3333	0	7	2	7	4	1	8	2	5	3	6	47
tricarballylate dehydrogenase	21.995006927321597	0.015130057410738402	0.059533486768340235	Ia.3.V, Ia.3.II	K13796	GC_00002760	0	0	0	0	0	0.125	0	0	0	0.3333	0	7	2	7	4	1	8	2	5	3	6	47
glycerophosphoryl diester phosphodiesterase [EC:3.1.4.46]	21.42710353614311	0.018304543025534654	0.07135955696416126	Ia.3.VI	K01126	GC_00001515	0	0	0	0	0	0	0	0	0	0	0.383	7	2	7	4	1	8	2	5	3	6	47
sn-glycerol 3-phosphate transport system substrate-binding protein	21.42710353614311	0.018304543025534654	0.07135955696416126	Ia.3.VI	K05813	GC_00001634, GC_00002077	0	0	0	0	0	0	0	0	0	0	0.383	7	2	7	4	1	8	2	5	3	6	47
sn-glycerol 3-phosphate transport system permease protein	21.42710353614311	0.018304543025534654	0.07135955696416126	Ia.3.VI	K05815	GC_00001637, GC_00001638, GC_00001639	0	0	0	0	0	0	0	0	0	0	0.383	7	2	7	4	1	8	2	5	3	6	47
aminoglycoside 3-N-acetyltransferase [EC:2.3.1.81]	21.399032944691484	0.018476657950976354	0.07180958780333448	Ib.1, Ia.4.II, Ia.4.1483, Ia.3.V, Ia.3.II	K00662	GC_00004309, GC_00004620, GC_00005235, GC_00005875, GC_00006169, GC_00006561, GC_00006732, GC_00007141, GC_00007944	0	0.5	0.1429	0	1	0.25	0	0	0	0.1667	0.0426	7	2	7	4	1	8	2	5	3	6	47
peroxisomal leader peptide-processing protease [EC:3.4.21.-]	21.35345209795286	0.01875937884571862	0.07246382011440698	Ia.4.II, Ia.3.III	K23012	GC_00002957	0	0	0.2857	0	0	0	0	0.2	0	0	0	7	2	7	4	1	8	2	5	3	6	47
metacaspase-1 [EC:3.4.22.-]	21.35345209795286	0.01875937884571862	0.07246382011440698	Ia.4.II, Ia.3.III	K22684	GC_00002419, GC_00004398, GC_00005096, GC_00007894	0	0	0.2857	0	0	0	0	0.2	0	0	0	7	2	7	4	1	8	2	5	3	6	47
phosphoglycerol transferase [EC:2.7.8.20]	21.041555905012526	0.020805649824062522	0.0801238854926663	Ia.3.II, Ia.3.VI	K01002	GC_00001741, GC_00003497, GC_00004302, GC_00007240, GC_00007315	0	0	0	0	0	0	0	0	0	0.6667	0.1915	7	2	7	4	1	8	2	5	3	6	47
alternative ribosome-rescue factor	20.718700806651267	0.02314275860093252	0.08885416711327727	Ib.1, Ia.4.1483, Ia.3.V, Ia.3.IV, Ia.3.VI	K09890	GC_00001441	0	0.5	0	0	1	0.5	0.5	0	0	0	0.383	7	2	7	4	1	8	2	5	3	6	47
small subunit ribosomal protein S16	20.34709616051003	0.026135489697854872	0.09973995616621122	Ib.1, Ia.4.II, Ia.4.RS39, Ia.4.1483, Ia.3.V, Ia.3.IV, Ia.3.III, Ia.3.II, Ia.3.VI	K02959	GC_00000907	0.8571	1	1	1	1	1	1	1	0.6667	1	1	7	2	7	4	1	8	2	5	3	6	47
exodeoxyribonuclease I [EC:3.1.11.1]	20.34709616051003	0.026135489697854872	0.09973995616621122	Ib.1, Ia.4.II, Ia.4.RS39, Ia.4.1483, Ia.3.V, Ia.3.IV, Ia.3.III, Ia.3.II, Ia.3.VI	K01141	GC_00001137, GC_00001459, GC_00003925	0.8571	1	1	1	1	1	1	1	0.6667	1	1	7	2	7	4	1	8	2	5	3	6	47
N-acetylglucosamine malate deacetylase 1 [EC:3.5.1.-]	20.033014001500526	0.028941972927025574	0.11011855765327748	Ia.4.II, Ia.4.1483, Ia.3.I, Ia.3.II	K01463	GC_00003727, GC_00004672, GC_00005658, GC_00005696, GC_00005894, GC_00006378, GC_00007089, GC_00007384, GC_00007641, GC_00007644, GC_00008005, GC_00008231	0	0	0.2857	0	1	0	0	0	0.6667	0.1667	0.1277	7	2	7	4	1	8	2	5	3	6	47
polar amino acid transport system ATP-binding protein [EC:7.4.2.1]	19.82931951520845	0.030909001972291315	0.117250615266147	Ia.3.III, Ia.3.I, Ia.3.VI	K02028	GC_00001493	0.1429	0	0	0	0	0	0	0.4	1	0.1667	0.2553	7	2	7	4	1	8	2	5	3	6	47
carbamoyltransferase [EC:2.1.3.-]	19.568980243615613	0.03360331376283798	0.12709074190303202	Ia.1.I, Ia.4.RS39, Ia.3.V, Ia.3.III, Ia.3.VI	K00612	GC_00001376, GC_00002026, GC_00002507, GC_00003018, GC_00003199, GC_00003280, GC_00003343, GC_00003674, GC_00003852, GC_00004020, GC_00004233, GC_00004688, GC_00004731, GC_00005095, GC_00005465, GC_00005709, GC_00006027, GC_00006138, GC_00006847, GC_00007022, GC_00008046, GC_00008131	0.8571	0.5	0	1	0	0.625	0.5	0.8	0.3333	0.5	0.6596	7	2	7	4	1	8	2	5	3	6	47
protein O-GlcNAc transferase [EC:2.4.1.255]	19.504848934009974	0.03429954163994198	0.1293378549339479	Ia.1.I, Ia.4.1483, Ia.3.III, Ia.3.II	K09667	GC_00001503, GC_00001525, GC_00002164, GC_00002599, GC_00002619, GC_00002777, GC_00002971, GC_00003791, GC_00004127, GC_00004438, GC_00004500, GC_00004532, GC_00004898, GC_00005194, GC_00006025, GC_00006211, GC_00006215, GC_00006385, GC_00006586, GC_00006603, GC_00006854, GC_00006870, GC_00006963, GC_00007317, GC_00007769	0.8571	0	0.4286	0	1	0.375	0.5	0.8	0.3333	1	0.4681	7	2	7	4	1	8	2	5	3	6	47
polar amino acid transport system substrate-binding protein	19.449380823746015	0.03491243249550346	0.1312583144563884	Ia.3.IV, Ia.3.III, Ia.3.I, Ia.3.VI	K02030	GC_00001496, GC_00001987	0.1429	0	0	0	0	0	0.5	0.4	1	0.1667	0.3191	7	2	7	4	1	8	2	5	3	6	47
pyruvate kinase [EC:2.7.1.40]	19.216929790326468	0.037592300572999754	0.14091551723665885	Ia.1.I, Ia.3.II	K00873	GC_00003793, GC_00003952, GC_00004979, GC_00006694	0.2857	0	0	0	0	0	0	0	0	0.3333	0.0213	7	2	7	4	1	8	2	5	3	6	47
pseudaminic acid cytidylyltransferase [EC:2.7.7.81]	19.16774031125622	0.03818313108268241	0.14270804448896346	Ia.1.I, Ib.1, Ia.4.II, Ia.3.V, Ia.3.IV, Ia.3.I	K15899	GC_00002537, GC_00003867, GC_00004092, GC_00004122, GC_00004874, GC_00005385, GC_00005801, GC_00007007, GC_00007674, GC_00008173	0.2857	0.5	0.1429	0	0	0.25	0.5	0	0.6667	0	0.0638	7	2	7	4	1	8	2	5	3	6	47
UDP-glucuronate 4-epimerase [EC:5.1.3.6]	19.08217897938779	0.039231214774084255	0.1459254475439575	Ia.4.RS39, Ia.4.1483, Ia.3.III, Ia.3.VI	K08679	GC_00001300, GC_00002517, GC_00003730, GC_00004634, GC_00005584, GC_00006682, GC_00007804	0.2857	0.5	0.1429	1	1	0.375	0.5	0.8	0.3333	0.5	0.7234	7	2	7	4	1	8	2	5	3	6	47
L-ornithine Nalpha-acyltransferase [EC:2.3.2.30]	19.078704294848585	0.03927433118586386	0.1459254475439575	Ia.3.III, Ia.3.I, Ia.3.VI	K22310	GC_00002014	0	0	0	0	0	0	0	0.2	0.6667	0	0.0851	7	2	7	4	1	8	2	5	3	6	47
plastocyanin	19.001320226092943	0.04024591666992013	0.14909817666897313	Ia.1.I, Ia.3.III	K02638	GC_00002334	0.1429	0	0	0	0	0	0	0.4	0	0	0.0213	7	2	7	4	1	8	2	5	3	6	47
putative peptide zinc metalloprotease protein	18.54605323271472	0.04642202757893466	0.17147728554667702	Ia.1.I, Ib.1, Ia.4.II, Ia.3.IV, Ia.3.VI	K16922	GC_00001461	0.5714	0.5	0.5714	0	0	0	0.5	0	0	0	0.2553	7	2	7	4	1	8	2	5	3	6	47
GDP-D-mannose 3', 5'-epimerase [EC:5.1.3.18 5.1.3.-]	17.897090653601484	0.05672458680053997	0.20892456824501204	Ib.1, Ia.4.II, Ia.3.IV, Ia.3.I	K10046	GC_00001434	0	1	0.7143	0	0	0.25	0.5	0.2	0.3333	0.1667	0.2553	7	2	7	4	1	8	2	5	3	6	47
tRNA (cmo5U34)-methyltransferase [EC:2.1.1.-]	17.812116060008975	0.05821689717162233	0.21379944555491448	Ia.4.II	K15256	GC_00002139	0	0	0.4286	0	0	0	0	0	0	0	0.0638	7	2	7	4	1	8	2	5	3	6	47
4-hydroxybutyrate dehydrogenase [EC:1.1.1.61]	17.5916878597183	0.06225447854649412	0.2247191576023026	Ia.1.I, Ib.1, Ia.4.II, Ia.4.RS39, Ia.4.1483, Ia.3.V, Ia.3.IV, Ia.3.I, Ia.3.II, Ia.3.VI	K00043	GC_00000874	1	1	1	1	1	1	1	0.8	1	1	1	7	2	7	4	1	8	2	5	3	6	47
ATP-dependent Clp protease ATP-binding subunit ClpB	17.59168785971829	0.06225447854649425	0.2247191576023026	Ia.3.III	K03695	GC_00004287	0	0	0	0	0	0	0	0.2	0	0	0	7	2	7	4	1	8	2	5	3	6	47
protein SCO1	17.59168785971829	0.06225447854649425	0.2247191576023026	Ia.3.III	K07152	GC_00005611	0	0	0	0	0	0	0	0.2	0	0	0	7	2	7	4	1	8	2	5	3	6	47
periplasmic copper chaperone A	17.59168785971829	0.06225447854649425	0.2247191576023026	Ia.3.III	K09796	GC_00005934	0	0	0	0	0	0	0	0.2	0	0	0	7	2	7	4	1	8	2	5	3	6	47
D-hydroxyproline dehydrogenase [EC:1.5.99.-]	17.59168785971829	0.06225447854649425	0.2247191576023026	Ia.3.III	K21060	GC_00006608	0	0	0	0	0	0	0	0.2	0	0	0	7	2	7	4	1	8	2	5	3	6	47
starvation-inducible DNA-binding protein	17.59168785971829	0.06225447854649425	0.2247191576023026	Ia.3.III	K04047	GC_00007830	0	0	0	0	0	0	0	0.2	0	0	0	7	2	7	4	1	8	2	5	3	6	47
DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	17.332870733727894	0.06731532092800385	0.2422969079993775	Ib.1, Ia.4.RS39, Ia.3.IV, Ia.3.III, Ia.3.I	K00558	GC_00002387, GC_00002959, GC_00003542, GC_00003700, GC_00003821, GC_00003842, GC_00003906, GC_00004353, GC_00004429, GC_00004848, GC_00005277, GC_00005433, GC_00006195, GC_00006346, GC_00007373	0.1429	1	0.1429	0.25	0	0	0.5	0.4	0.6667	0	0.2128	7	2	7	4	1	8	2	5	3	6	47
UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine N-acetyltransferase [EC:2.3.1.202]	17.277689111810986	0.06844085128672973	0.2456503075928798	Ia.1.I, Ia.3.V	K15896	GC_00004169, GC_00004657, GC_00007746	0.1429	0	0	0	0	0.25	0	0	0	0	0	7	2	7	4	1	8	2	5	3	6	47
CDP-paratose 2-epimerase [EC:5.1.3.10]	16.837450728409586	0.07803905620828105	0.2793092774460229	Ia.4.RS39, Ia.4.1483, Ia.3.V, Ia.3.III, Ia.3.VI	K12454	GC_00001567, GC_00001669, GC_00002583	0	0	0	0.25	1	0.25	0	0.6	0	0	0.2128	7	2	7	4	1	8	2	5	3	6	47
polyol transport system permease protein	16.78830608001607	0.07918144918913293	0.28101651574966785	Ia.3.II, Ia.3.VI	K10229	GC_00001527, GC_00001528	0	0	0	0	0	0	0	0	0	0.5	0.2979	7	2	7	4	1	8	2	5	3	6	47
D-arabinitol 4-dehydrogenase [EC:1.1.1.11]	16.78830608001607	0.07918144918913293	0.28101651574966785	Ia.3.II, Ia.3.VI	K00007	GC_00001532	0	0	0	0	0	0	0	0	0	0.5	0.2979	7	2	7	4	1	8	2	5	3	6	47
polyol transport system substrate-binding protein	16.78830608001607	0.07918144918913293	0.28101651574966785	Ia.3.II, Ia.3.VI	K10227	GC_00001523	0	0	0	0	0	0	0	0	0	0.5	0.2979	7	2	7	4	1	8	2	5	3	6	47
GDP/UDP-N,N'-diacetylbacillosamine 2-epimerase (hydrolysing) [EC:3.2.1.184]	16.483702965383024	0.0865978908970467	0.30647912783954795	Ib.1, Ia.4.II, Ia.4.RS39, Ia.3.III, Ia.3.VI	K18429	GC_00001809, GC_00001819, GC_00002784, GC_00003292, GC_00003594, GC_00004129, GC_00004364, GC_00004623, GC_00005343, GC_00005387, GC_00007538, GC_00007825	0.1429	0.5	0.2857	0.25	0	0	0	0.8	0	0	0.2766	7	2	7	4	1	8	2	5	3	6	47
4-oxalocrotonate tautomerase [EC:5.3.2.6]	16.42857717196488	0.08800362421838098	0.31058660692113843	Ia.4.II, Ia.4.RS39	K01821	GC_00003879	0	0	0.1429	0.25	0	0	0	0	0	0	0	7	2	7	4	1	8	2	5	3	6	47
LPS-assembly lipoprotein	16.312138906724588	0.09103892343678556	0.32040643331779806	Ia.1.I, Ib.1, Ia.4.II, Ia.4.RS39, Ia.4.1483, Ia.3.I	K03643	GC_00001760, GC_00002090, GC_00002447, GC_00002557, GC_00002596, GC_00002648, GC_00002927, GC_00002931, GC_00003185, GC_00003508, GC_00003538, GC_00003673, GC_00003919, GC_00004563, GC_00004564, GC_00004590, GC_00004693, GC_00004753, GC_00005066, GC_00005070, GC_00005425, GC_00005939, GC_00005991, GC_00006393, GC_00006417, GC_00006474, GC_00006729, GC_00007190	0.8571	1	1	1	1	0.375	0.5	0.6	1	0.5	0.5319	7	2	7	4	1	8	2	5	3	6	47
GDP-4-dehydro-6-deoxy-D-mannose reductase [EC:1.1.1.281]	16.205119371056597	0.09390925003151945	0.32959285260369847	Ib.1, Ia.3.V, Ia.3.I, Ia.3.II	K15856	GC_00002397, GC_00002846, GC_00002923	0	0.5	0	0	0	0.125	0	0	0.6667	0.1667	0.1064	7	2	7	4	1	8	2	5	3	6	47
protease PrsW [EC:3.4.-.-]	15.954445335038235	0.10094390176974424	0.35330365619410486	Ia.1.I, Ia.3.V, Ia.3.IV, Ia.3.III	K24131	GC_00002212, GC_00002233, GC_00003635	0.1429	0	0	0	0	0.5	0.5	0.2	0	0	0.1064	7	2	7	4	1	8	2	5	3	6	47
O-antigen ligase [EC:2.4.1.-]	15.849191802706008	0.10403160684376685	0.363107564383065	Ia.1.I, Ib.1, Ia.4.1483, Ia.3.IV, Ia.3.I, Ia.3.II, Ia.3.VI	K02847	GC_00001903, GC_00002038, GC_00002064, GC_00002067, GC_00002575, GC_00002847, GC_00003053, GC_00003062, GC_00003157, GC_00003522, GC_00003777, GC_00003814, GC_00004041, GC_00004078, GC_00004195, GC_00004322, GC_00004424, GC_00004495, GC_00004656, GC_00004689, GC_00004705, GC_00004803, GC_00004998, GC_00005271, GC_00005289, GC_00005322, GC_00005401, GC_00005452, GC_00005498, GC_00005676, GC_00005770, GC_00006004, GC_00006147, GC_00006250, GC_00006341, GC_00006427, GC_00007115, GC_00007144, GC_00007268, GC_00007389, GC_00007410, GC_00007503, GC_00007541, GC_00007754, GC_00007858, GC_00007949, GC_00008146, GC_00008179, GC_00008208, GC_00008211	0.8571	1	0.5714	0.75	1	0.5	1	0.4	1	1	0.8511	7	2	7	4	1	8	2	5	3	6	47
large subunit ribosomal protein L36	15.776742327754366	0.10620425597324566	0.36967250636841276	Ib.1, Ia.3.V, Ia.3.IV, Ia.3.I	K02919	GC_00001504	0.1429	0.5	0	0	0	0.5	0.5	0	0.6667	0.1667	0.1702	7	2	7	4	1	8	2	5	3	6	47
restriction system protein	15.588893540896501	0.11202114604543822	0.38885148503991845	Ia.4.RS39, Ia.3.V	K07448	GC_00004988, GC_00005961	0	0	0	0.25	0	0.125	0	0	0	0	0	7	2	7	4	1	8	2	5	3	6	47
